Age,Income,Employment_Years,Education_Level,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Days,Number_of_Open_Accounts,Outstanding Debt,DTI,Credit_Worthy
26,183991,26.94,3,708,2,27606,125,8,24560,13.35,1
53,634985,22.63,3,728,3,42396,152,6,71381,11.24,1
39,601484,2.33,2,396,3,97484,13,3,41520,6.9,0
59,659888,42.4,3,773,2,39982,203,14,11417,1.73,1
43,644913,23.73,4,823,1,60610,79,5,22860,3.54,1
29,492617,14.63,4,855,1,42302,42,1,18185,3.69,1
34,937999,7.12,1,409,3,1805,169,6,27847,2.97,0
31,851187,15.23,3,752,1,71633,249,14,42772,5.02,1
31,53324,0.92,2,473,1,88083,121,12,15499,29.07,0
51,885361,16.36,2,466,2,40830,272,13,69799,7.88,0
37,414768,23.92,4,775,2,80171,300,14,32915,7.94,1
28,71272,39.23,3,613,2,90116,209,9,52981,74.34,0
33,449069,30.93,2,513,3,31151,158,12,45501,10.13,0
48,269264,5.02,3,881,2,77765,121,7,34886,12.96,1
23,708284,6.65,3,833,2,50567,227,11,38216,5.4,1
36,880894,19.27,1,344,1,30885,24,13,64321,7.3,0
54,771747,8.81,2,450,2,29502,230,8,29925,3.88,0
21,699249,1.25,1,416,3,2804,26,6,55100,7.88,0
64,256538,36.23,2,421,2,27127,58,11,63114,24.6,0
21,598963,0.88,3,869,3,59192,265,5,319,0.05,1
37,535447,37.38,2,465,1,5825,126,12,5750,1.07,0
27,93591,6.48,4,843,1,64205,275,6,9529,10.18,1
41,483406,43.86,3,773,2,25323,28,7,21442,4.44,1
52,173706,27.17,2,448,1,92405,301,9,8527,4.91,0
43,314507,33.07,1,373,2,27484,128,8,37162,11.82,0
54,214824,4.97,1,448,1,63093,94,5,1045,0.49,0
55,359148,38.79,3,724,3,97781,191,7,18176,5.06,1
38,993902,37.76,1,679,1,98528,272,8,48888,4.92,1
57,773818,29.38,3,760,2,30127,5,1,51672,6.68,1
56,847150,22.6,3,797,2,12867,157,8,962,0.11,1
38,133627,32.47,3,353,2,87117,52,11,69286,51.85,0
27,758276,0.27,2,522,3,18454,243,7,51967,6.85,0
55,309014,26.66,3,759,1,48877,151,11,16974,5.49,1
63,57394,38.13,1,469,2,84782,262,12,43394,75.61,0
21,858489,16.06,4,888,3,22001,305,12,38434,4.48,1
62,99795,4.87,2,331,3,50066,80,2,70078,70.22,0
37,362553,18.94,1,352,3,68737,183,2,30679,8.46,0
34,819448,32.72,3,871,1,94363,354,12,18345,2.24,1
24,62137,4.83,3,438,1,16615,107,6,45155,72.67,0
21,413369,9.27,4,817,1,24906,154,3,8847,2.14,1
46,158925,6.64,1,346,3,98798,293,1,33847,21.3,0
31,556667,35.86,2,389,1,3673,205,8,70566,12.68,0
20,953296,2.83,1,615,2,42041,116,7,58803,6.17,1
41,141169,30.9,3,735,3,91144,17,4,16273,11.53,1
54,189439,16.49,2,524,1,91621,288,14,48614,25.66,0
33,169172,34.01,3,741,3,44015,156,1,13105,7.75,1
21,670370,43.4,3,712,3,53880,25,2,15856,2.37,1
41,395233,5.15,1,697,1,5160,278,9,37525,9.49,1
51,555337,14.15,4,885,3,49194,317,4,66456,11.97,1
47,414002,36.46,3,814,1,56999,126,3,42707,10.32,1
35,483120,11.98,1,656,1,55521,300,8,34527,7.15,1
36,706059,9.68,2,534,1,45710,358,4,9364,1.33,0
48,929216,37.14,4,821,3,11033,276,7,52431,5.64,1
36,854123,44.42,3,867,3,72268,178,13,49512,5.8,1
63,188112,25.06,3,764,1,43998,344,14,56739,30.16,1
36,793815,12.51,2,688,3,88609,47,14,69347,8.74,1
39,244062,17.94,1,416,1,5689,200,14,1441,0.59,0
41,77986,7.66,3,656,2,11712,51,5,67256,86.24,0
62,451978,34.28,2,338,3,47711,295,5,44214,9.78,0
29,698960,34.81,3,839,3,18988,270,11,556,0.08,1
47,376918,39.38,1,461,2,19517,197,6,67834,18.0,0
55,766137,1.2,4,808,2,61423,21,12,1536,0.2,1
48,957314,25.29,1,313,2,77651,143,13,14932,1.56,0
53,761063,9.64,1,465,1,45540,248,4,71819,9.44,0
36,125315,15.34,1,661,1,35844,356,2,44263,35.32,1
62,339348,35.32,2,630,2,83491,353,6,24588,7.25,1
53,302229,8.64,3,778,1,11991,1,13,33041,10.93,1
47,722214,28.73,4,811,3,93398,338,5,45544,6.31,1
50,488013,29.46,2,533,2,72231,274,3,26574,5.45,0
35,759629,42.93,1,501,3,62193,241,4,70681,9.3,0
45,715139,34.88,4,766,1,50394,58,3,57263,8.01,1
64,731567,36.16,1,438,2,28657,126,3,1689,0.23,0
28,245687,23.92,1,566,1,87572,329,4,31804,12.94,0
62,316124,8.41,1,571,3,61266,52,2,16155,5.11,0
50,862549,19.15,4,865,1,83917,223,4,23999,2.78,1
34,165213,24.73,3,857,3,2292,302,10,5787,3.5,1
23,684704,30.53,1,468,1,45132,363,11,59060,8.63,0
21,35896,27.35,3,556,3,99495,269,2,70666,196.86,0
37,109353,17.73,4,823,1,49951,96,14,25778,23.57,1
64,49813,11.94,4,337,2,42961,273,10,68382,137.28,0
44,759791,7.57,1,669,2,35046,323,8,73985,9.74,1
32,85679,31.22,3,548,1,49984,61,10,55291,64.53,0
23,686041,29.04,3,797,3,46460,321,5,27140,3.96,1
64,748263,30.93,1,359,1,63352,181,13,49031,6.55,0
31,809660,16.76,2,318,2,97945,133,7,23582,2.91,0
28,417798,11.81,2,423,3,41572,89,11,27994,6.7,0
56,229755,34.19,4,886,1,35555,173,4,42049,18.3,1
26,293541,34.81,4,799,1,28772,312,10,12924,4.4,1
43,976303,20.5,2,623,3,3856,5,6,13085,1.34,1
33,319155,27.54,2,693,1,88554,357,13,22568,7.07,1
22,623471,16.81,2,316,2,70130,343,12,19482,3.12,0
27,375398,31.59,1,547,2,58251,204,14,11423,3.04,0
20,457480,37.61,1,379,3,34147,162,10,67261,14.7,0
30,586605,30.97,1,384,1,72174,61,4,68165,11.62,0
60,198986,23.07,1,647,1,62491,190,6,55297,27.79,1
47,235705,20.64,1,328,2,2321,325,1,27876,11.83,0
62,908921,28.9,1,433,3,5264,63,6,17735,1.95,0
23,720614,30.59,4,893,3,33722,44,6,66156,9.18,1
34,322240,25.14,3,818,3,36080,239,2,51701,16.04,1
62,335929,28.12,4,821,2,51838,28,12,13787,4.1,1
36,72344,4.35,3,666,2,84788,198,10,54396,75.19,0
59,790348,42.83,4,890,3,80021,269,10,65172,8.25,1
52,495859,35.58,4,858,3,23712,171,9,64764,13.06,1
63,926814,16.83,1,452,1,78166,30,6,60923,6.57,0
43,743906,25.33,1,642,1,68976,154,12,35302,4.75,1
22,478819,2.13,3,848,3,60672,209,11,60999,12.74,1
46,179484,1.86,3,715,2,88760,63,13,59725,33.28,1
54,130489,11.29,1,431,2,33143,329,7,58977,45.2,0
37,464874,31.04,4,806,1,77931,57,2,21736,4.68,1
38,513057,38.35,3,873,3,85883,320,2,20510,4.0,1
27,462765,25.16,2,307,2,66350,208,2,69805,15.08,0
22,802955,23.95,2,433,2,38922,308,10,35608,4.43,0
53,31549,18.1,2,680,2,59524,63,13,44508,141.08,0
23,484432,7.27,3,827,2,66445,248,11,52541,10.85,1
43,45739,5.33,1,608,1,52978,141,9,40945,89.52,0
21,827641,34.23,1,674,2,65063,93,3,39309,4.75,1
56,651339,41.74,1,491,2,95780,107,13,12413,1.91,0
56,35116,20.62,3,390,3,85998,88,4,56400,160.61,0
52,564333,29.68,3,878,3,136,301,1,27151,4.81,1
18,963831,41.15,2,548,1,32502,108,1,71179,7.39,0
41,55709,4.06,3,551,1,90134,46,4,58764,105.48,0
53,850049,34.67,2,362,1,94023,77,14,31833,3.74,0
23,997643,27.76,2,515,1,10373,217,2,66563,6.67,0
58,702265,26.94,1,433,2,25130,169,8,69129,9.84,0
63,747963,13.16,3,889,3,52560,302,13,66524,8.89,1
61,249167,30.78,1,406,2,77039,129,4,7239,2.91,0
48,926211,35.77,1,460,2,80673,201,3,73867,7.98,0
37,325063,5.08,3,701,2,19139,196,3,60931,18.74,1
41,889953,24.01,3,868,3,14117,348,6,5651,0.63,1
42,506121,4.56,4,715,1,83001,268,12,37265,7.36,1
53,239222,39.27,2,657,1,39315,88,13,49589,20.73,1
38,733806,22.84,4,818,3,12683,253,6,17808,2.43,1
47,727788,36.36,2,358,3,33019,238,6,25713,3.53,0
41,985398,16.56,2,308,1,47125,73,6,62916,6.38,0
61,812879,5.63,2,496,2,44354,358,8,54827,6.74,0
59,549787,1.87,1,416,1,46375,355,8,27866,5.07,0
47,583329,12.67,1,309,3,58043,161,9,1146,0.2,0
39,313459,10.99,3,793,1,9614,58,1,74837,23.87,1
45,152371,25.22,2,306,1,38516,291,10,55652,36.52,0
24,402650,0.98,2,648,1,1611,340,8,6243,1.55,1
52,680354,23.43,2,493,3,18742,66,5,13833,2.03,0
45,770774,17.63,1,422,3,82251,26,3,64006,8.3,0
31,232235,25.97,3,762,1,97225,298,11,59329,25.55,1
27,802119,31.61,1,303,1,51994,77,10,74634,9.3,0
33,944993,28.53,4,727,2,24325,286,3,47853,5.06,1
33,373791,44.31,4,771,2,20946,36,6,1993,0.53,1
48,314499,6.22,4,862,1,29252,19,8,36891,11.73,1
59,355949,19.34,3,829,3,66207,278,10,29395,8.26,1
42,350511,19.12,4,868,2,50454,321,2,49958,14.25,1
30,392050,18.77,3,855,1,26288,313,12,65354,16.67,1
23,399553,29.87,1,374,2,61010,267,9,23881,5.98,0
61,883787,22.04,1,628,2,42630,282,5,28976,3.28,1
26,136220,23.28,3,657,2,78853,19,5,61617,45.23,1
62,241421,19.46,1,684,3,42099,339,1,4011,1.66,1
53,369317,44.63,1,553,1,6709,140,6,73812,19.99,0
60,808428,41.74,3,854,3,58869,67,13,53511,6.62,1
37,795359,13.85,4,766,3,47497,312,11,36089,4.54,1
35,850819,5.02,3,866,2,49422,18,11,40597,4.77,1
60,23089,37.79,2,500,1,5251,261,5,40654,176.08,0
38,905259,44.87,1,467,2,6506,112,7,32156,3.55,0
21,302803,13.17,3,727,3,62778,115,7,6350,2.1,1
50,327322,16.1,1,647,3,47162,166,4,23348,7.13,1
44,533269,42.37,4,851,1,80529,67,5,68599,12.86,1
24,640253,32.0,1,637,3,33056,255,10,69389,10.84,1
23,625556,13.3,3,750,3,53930,70,14,62242,9.95,1
32,367186,26.15,4,755,1,72781,308,8,54143,14.75,1
35,388615,42.49,4,772,2,99003,203,2,13161,3.39,1
49,221798,36.53,4,725,1,13233,127,1,65924,29.72,1
28,352255,33.38,2,387,3,12309,321,14,46892,13.31,0
37,257103,33.16,3,751,1,92601,80,6,72447,28.18,1
41,789042,8.01,3,824,2,74781,176,11,15759,2.0,1
32,709925,37.11,4,705,3,54445,113,14,2004,0.28,1
24,906867,12.43,1,672,2,42685,111,4,25608,2.82,1
38,109242,41.87,4,567,2,34738,309,13,38514,35.26,0
59,395348,16.41,2,362,1,20745,137,10,69084,17.47,0
43,173956,38.59,4,335,2,18508,133,3,61782,35.52,0
61,823631,11.98,3,708,1,12621,328,7,25673,3.12,1
31,604326,23.15,4,773,1,87514,189,8,41820,6.92,1
54,602074,4.81,1,622,2,38321,277,11,65838,10.94,1
38,916068,29.71,3,728,1,21186,225,12,31604,3.45,1
35,780330,37.62,1,626,1,17023,103,4,58266,7.47,1
22,855726,32.33,4,789,2,81861,107,12,40479,4.73,1
20,753375,23.55,3,707,3,7302,63,12,73779,9.79,1
40,185250,2.03,2,598,1,95775,245,10,7497,4.05,0
43,950169,42.0,3,734,1,97610,173,12,28358,2.98,1
54,542820,31.75,1,510,2,92577,333,11,46253,8.52,0
41,282678,33.56,3,809,1,37306,331,11,31213,11.04,1
36,898260,35.76,2,577,2,19985,210,6,5888,0.66,0
42,842564,33.65,2,506,3,11318,191,13,34857,4.14,0
38,922152,19.85,2,621,3,45792,158,11,6041,0.66,1
29,318254,33.01,2,657,2,52789,319,11,13441,4.22,1
58,734114,28.13,1,393,3,94386,225,2,28372,3.86,0
50,870012,38.43,3,898,2,97248,172,8,19725,2.27,1
21,435685,36.11,4,794,1,6816,323,6,67880,15.58,1
59,346160,1.86,2,468,3,16188,36,11,7189,2.08,0
24,66233,17.05,4,596,1,31101,134,9,59581,89.96,0
39,936295,1.56,4,876,1,22684,37,11,45217,4.83,1
50,217780,4.59,3,703,2,4386,93,13,72393,33.24,1
34,471448,27.06,4,797,3,4839,75,13,22045,4.68,1
41,768810,39.32,4,892,3,30258,244,6,10621,1.38,1
51,126311,5.39,1,565,1,5705,183,6,20724,16.41,0
45,578697,20.3,4,793,1,56592,205,12,41143,7.11,1
60,790519,40.99,3,766,2,3421,187,2,41504,5.25,1
58,956828,36.64,4,837,3,44641,166,5,30244,3.16,1
56,421954,23.39,3,772,2,51801,115,9,32861,7.79,1
39,516246,34.72,2,538,2,99620,207,1,67952,13.16,0
34,830486,23.52,4,894,2,12270,245,4,4255,0.51,1
51,49709,7.11,4,608,3,56145,333,10,24511,49.31,1
23,653609,5.61,4,862,2,9033,161,10,72053,11.02,1
63,20363,8.48,2,303,3,88328,13,14,69938,343.46,0
23,816790,15.79,1,623,2,97110,294,3,32123,3.93,1
51,514829,41.87,4,812,1,10006,236,1,59318,11.52,1
18,416456,35.99,3,795,2,23914,273,1,29654,7.12,1
27,485417,19.48,1,401,2,918,114,1,43337,8.93,0
38,65689,22.19,1,694,3,8534,152,1,63329,96.41,0
22,284080,11.95,1,343,1,56253,26,13,20823,7.33,0
19,918704,31.7,4,818,1,30671,168,2,72404,7.88,1
39,635362,36.12,2,487,3,40794,32,11,46945,7.39,0
19,195037,10.75,2,530,3,94526,221,5,36003,18.46,0
27,228606,1.88,4,897,1,45585,206,2,17518,7.66,1
51,20882,28.08,3,489,3,12169,342,4,10590,50.71,0
33,433440,25.31,3,809,1,57298,98,9,60118,13.87,1
56,911659,18.1,3,859,2,98416,91,3,59265,6.5,1
39,799110,28.98,4,745,2,38762,214,2,34831,4.36,1
29,145865,24.78,2,578,1,89070,188,4,59545,40.82,0
41,668033,11.28,4,805,1,52269,57,9,4628,0.69,1
64,444041,17.9,2,464,2,73028,107,4,66005,14.86,0
57,483956,19.27,1,425,2,16202,195,12,66881,13.82,0
55,48885,39.61,4,645,1,33557,22,5,25455,52.07,0
27,715416,43.24,2,397,3,87898,186,4,61807,8.64,0
52,416419,40.19,1,630,3,52390,85,13,71635,17.2,1
49,735601,32.36,1,669,1,12032,80,8,32230,4.38,1
24,415460,26.32,4,885,3,11866,329,14,21342,5.14,1
38,380466,31.02,2,419,2,88347,77,13,15376,4.04,0
37,350763,42.26,1,640,2,13392,330,4,52498,14.97,1
43,41584,11.25,4,598,3,86323,341,2,49741,119.62,0
21,814953,24.08,1,643,1,47731,177,12,65628,8.05,1
63,725377,31.03,3,842,2,91535,174,4,62516,8.62,1
39,839973,30.57,4,894,2,73044,82,2,1885,0.22,1
32,573351,11.35,1,429,2,76330,21,9,40721,7.1,0
57,90268,26.4,4,898,3,34633,179,11,9596,10.63,1
38,800594,35.82,4,832,1,80873,330,14,70019,8.75,1
32,670506,21.38,2,403,3,5878,225,8,34750,5.18,0
39,400350,35.7,2,392,1,35159,265,9,13919,3.48,0
45,478168,16.19,1,596,1,92197,269,4,29985,6.27,0
31,768414,42.24,4,890,3,4966,251,1,15814,2.06,1
44,190635,24.03,4,899,2,74065,273,3,4467,2.34,1
58,190824,26.82,3,731,1,60761,343,7,35000,18.34,1
57,770593,1.41,4,805,3,43452,272,1,58116,7.54,1
45,415783,7.66,2,557,2,88473,280,11,41165,9.9,0
43,429337,28.48,4,709,1,50836,223,8,74920,17.45,1
19,939178,18.89,2,470,1,34175,75,9,19700,2.1,0
42,620699,22.87,3,818,2,92031,151,8,11482,1.85,1
20,129876,2.83,1,400,1,82051,359,5,70712,54.45,0
25,218153,37.54,2,409,3,97622,342,12,31335,14.36,0
61,704500,35.3,1,546,1,24204,105,11,59253,8.41,0
50,684687,8.34,1,622,1,65927,42,14,8334,1.22,1
59,43331,28.54,1,543,2,69322,176,12,65626,151.45,0
52,43004,36.82,1,322,3,1742,245,13,20791,48.35,0
23,258441,28.84,2,653,2,97113,253,9,5491,2.12,1
56,925675,13.97,3,796,3,62945,274,4,48056,5.19,1
40,423708,29.53,4,887,2,89786,334,9,17594,4.15,1
42,468013,9.47,2,561,1,8869,92,1,37747,8.07,0
60,209167,14.32,3,712,3,95469,11,12,35993,17.21,1
36,951253,10.8,4,720,3,69545,152,11,37625,3.96,1
22,869649,25.06,1,613,1,50475,189,3,22624,2.6,1
28,633332,4.87,4,819,2,32178,164,4,149,0.02,1
29,815477,42.0,4,855,3,12368,126,11,15264,1.87,1
27,302260,15.01,3,819,1,10944,211,10,24450,8.09,1
25,562955,9.85,4,897,1,74274,97,1,50578,8.98,1
41,357201,22.34,1,435,3,60863,309,12,42315,11.85,0
45,618493,12.46,2,376,3,11333,339,6,13539,2.19,0
58,47302,24.07,2,653,3,30596,47,13,51788,109.48,0
53,424499,15.68,3,757,1,17906,308,4,67900,16.0,1
54,182007,5.94,1,385,2,40426,224,4,65247,35.85,0
38,616822,11.97,1,300,2,78907,57,1,27509,4.46,0
25,769702,19.73,4,776,3,39613,75,5,68644,8.92,1
26,182696,1.36,3,892,1,51861,254,9,5629,3.08,1
64,33440,34.68,1,309,1,19565,151,6,66988,200.32,0
32,393145,27.98,1,368,3,39602,59,8,41410,10.53,0
63,328645,27.06,1,447,1,79496,325,11,15181,4.62,0
57,414485,24.57,2,361,1,8350,86,4,12378,2.99,0
35,814300,26.56,2,312,1,60603,170,9,43549,5.35,0
59,705611,42.06,2,485,3,21410,146,7,55004,7.8,0
37,360053,0.39,4,864,3,93618,327,14,52101,14.47,1
23,628811,2.15,4,709,3,32306,33,14,20320,3.23,1
29,714089,8.62,4,702,2,9864,3,7,30686,4.3,1
19,560022,7.53,1,461,2,55696,284,8,23215,4.15,0
24,717789,8.15,2,589,3,12942,257,2,52862,7.36,0
33,192409,30.24,1,495,1,89679,126,12,49656,25.81,0
20,453541,20.68,1,333,1,3076,113,6,57104,12.59,0
62,365744,44.63,3,859,3,7526,303,7,9658,2.64,1
20,814865,10.21,1,384,1,22987,293,3,4521,0.55,0
44,527173,13.99,4,757,1,26810,342,8,36485,6.92,1
60,684471,44.29,2,660,2,41487,48,1,29578,4.32,1
57,648274,37.43,2,564,1,47570,364,1,47600,7.34,0
55,870185,21.14,1,596,1,6586,275,10,30559,3.51,0
50,658071,24.96,4,851,3,39358,195,3,1211,0.18,1
45,231655,37.94,4,724,2,22723,339,6,63808,27.54,1
18,486836,21.64,4,735,2,23906,225,7,73595,15.12,1
25,828183,9.27,2,563,1,6073,213,2,52973,6.4,0
54,691813,37.28,4,825,3,46315,321,14,43305,6.26,1
49,761204,24.2,4,813,2,46039,282,6,2844,0.37,1
60,452184,6.89,1,404,2,29257,138,12,19835,4.39,0
54,181149,22.75,3,792,1,5621,355,5,52671,29.08,1
21,259654,18.59,4,788,2,12991,333,6,72181,27.8,1
47,447991,39.46,1,462,3,82431,70,1,52279,11.67,0
23,209216,5.67,1,337,3,22574,299,14,40429,19.32,0
63,855002,39.38,4,791,2,26607,70,10,65554,7.67,1
36,197169,23.05,3,418,3,10787,208,7,71536,36.28,0
49,830935,18.2,2,510,3,98650,200,8,45387,5.46,0
26,678139,7.29,3,859,1,11109,59,14,34056,5.02,1
29,893272,31.54,4,800,2,88862,259,7,16652,1.86,1
28,151827,41.71,3,812,2,88584,341,9,33203,21.87,1
63,321407,16.89,1,478,1,44391,351,1,51188,15.93,0
33,914923,10.87,1,583,1,48396,334,10,35266,3.85,0
18,337231,24.97,3,883,1,40325,357,9,39209,11.63,1
62,979785,35.83,2,654,1,87738,339,11,38806,3.96,1
38,595770,0.17,3,835,3,34928,165,11,40575,6.81,1
47,992361,28.41,4,740,3,36202,245,13,52361,5.28,1
30,142989,26.84,2,673,1,56442,84,3,44939,31.43,1
51,430616,14.32,3,722,2,33812,309,2,48525,11.27,1
21,846547,20.31,3,881,2,26923,114,6,47516,5.61,1
45,296393,11.11,2,578,2,5461,234,11,71232,24.03,0
55,788543,35.54,3,731,1,91474,262,5,4887,0.62,1
48,984329,28.55,4,837,3,80274,172,4,3772,0.38,1
44,654649,23.97,1,380,3,38152,18,4,59071,9.02,0
22,831032,17.66,4,862,3,23365,235,8,38673,4.65,1
42,319850,13.11,3,798,3,90387,310,10,46687,14.6,1
20,825654,37.02,1,618,2,42112,157,13,47194,5.72,1
50,381185,20.31,2,494,2,11016,211,3,44766,11.74,0
21,910936,22.57,4,735,3,75145,281,13,46347,5.09,1
42,61139,23.44,2,392,1,45632,319,1,24488,40.05,0
37,659207,20.18,1,345,3,96738,196,5,3925,0.6,0
51,791965,11.52,3,726,3,47759,115,8,48470,6.12,1
43,323446,5.42,1,461,1,89960,160,3,45939,14.2,0
22,245756,4.43,1,631,3,14103,155,2,21266,8.65,1
52,369982,34.09,2,400,2,93579,51,1,16919,4.57,0
45,684006,10.06,4,886,1,42734,284,13,40346,5.9,1
46,688903,2.51,1,493,1,98737,73,4,71267,10.34,0
26,769856,35.89,3,857,3,95579,328,11,8477,1.1,1
55,698145,6.93,1,308,2,75092,341,2,40756,5.84,0
23,884785,28.13,2,511,2,11469,110,14,10862,1.23,0
36,968910,15.24,4,882,2,19429,286,8,61131,6.31,1
61,371136,5.69,3,828,3,78854,221,11,69678,18.77,1
28,857860,18.65,2,611,3,86800,9,13,40705,4.74,1
19,568065,0.67,1,466,2,12510,82,10,62911,11.07,0
64,77939,37.85,1,642,3,29830,320,12,29840,38.29,1
61,466242,23.11,4,717,2,2765,294,9,57406,12.31,1
61,892882,6.26,2,597,3,39999,22,13,54354,6.09,0
26,967057,10.66,2,410,1,37803,99,10,18768,1.94,0
38,43548,20.16,4,628,1,66051,170,1,57555,132.16,0
41,476437,8.5,3,764,3,99111,190,2,8569,1.8,1
51,974769,12.09,2,502,3,24272,106,6,42146,4.32,0
39,669837,24.05,4,860,2,2784,320,13,27856,4.16,1
20,453917,37.47,2,432,1,73130,265,10,52651,11.6,0
29,464503,18.08,4,877,2,19850,351,12,14380,3.1,1
45,157799,32.26,1,492,3,19987,168,7,68384,43.34,0
47,785820,39.45,1,565,2,20926,344,2,23831,3.03,0
43,201789,9.73,2,359,2,6280,113,8,24468,12.13,0
38,445643,36.32,2,504,3,46879,328,13,58131,13.04,0
45,692052,34.08,1,454,1,68195,306,10,33501,4.84,0
43,575913,16.06,3,771,2,62388,148,9,54216,9.41,1
50,831350,44.53,4,855,3,41005,337,8,61213,7.36,1
38,454352,11.82,3,872,2,69607,220,9,23621,5.2,1
52,921258,11.47,3,751,3,56168,33,6,45578,4.95,1
51,659169,34.75,3,893,3,18213,220,11,60000,9.1,1
58,465625,19.56,1,361,3,42961,319,7,24196,5.2,0
64,822009,14.89,2,672,1,78587,185,6,44255,5.38,1
35,367299,8.04,3,824,1,25717,193,7,64384,17.53,1
28,131776,34.44,1,504,3,98430,361,3,28223,21.42,0
40,905678,35.38,4,759,1,2683,180,4,4620,0.51,1
39,778284,25.5,2,385,2,91264,355,9,32288,4.15,0
34,802119,43.08,4,867,1,26350,6,3,58929,7.35,1
22,533624,14.32,3,842,1,3155,9,2,52159,9.77,1
61,232803,9.88,2,650,2,72437,357,12,20429,8.78,1
28,178761,30.49,3,306,2,34526,61,13,66747,37.34,0
47,686514,34.13,2,594,2,60632,163,11,11607,1.69,0
32,517873,10.12,3,878,3,89476,99,7,51139,9.87,1
44,377092,3.45,4,706,2,10033,148,6,18133,4.81,1
52,41341,36.47,4,439,2,32079,58,3,49910,120.73,0
50,379698,43.94,3,713,2,45147,215,6,66455,17.5,1
37,225753,29.01,2,333,3,4237,316,7,25696,11.38,0
33,914230,12.5,4,821,1,11523,182,6,8898,0.97,1
51,328474,44.85,2,539,3,89951,35,1,21314,6.49,0
19,793429,40.2,2,628,1,34582,303,12,68398,8.62,1
52,369903,23.1,4,763,2,44256,46,14,53647,14.5,1
57,743776,37.14,1,396,3,52583,87,1,34576,4.65,0
45,800427,36.71,1,567,3,34854,4,9,68186,8.52,0
64,368951,42.07,2,425,1,36412,266,6,4424,1.2,0
56,839745,37.84,4,733,3,23463,107,12,42581,5.07,1
23,329044,28.97,1,582,3,17185,75,2,64807,19.7,0
26,98840,27.42,3,317,1,56989,40,11,35211,35.62,0
37,185767,21.03,2,592,3,80051,127,1,73176,39.39,0
18,181297,28.19,1,690,3,56514,183,11,2596,1.43,1
25,892504,35.78,4,767,2,47152,119,12,45975,5.15,1
40,902799,43.61,4,779,2,87034,73,2,45133,5.0,1
20,69156,21.03,2,385,2,32791,40,8,69612,100.66,0
21,228281,25.81,4,759,2,72295,204,5,34540,15.13,1
42,107453,20.02,3,347,2,86280,96,7,54828,51.03,0
64,703189,30.08,3,878,3,54797,279,7,50170,7.13,1
55,45938,28.35,1,655,3,3144,143,2,61569,134.03,0
32,79164,0.8,4,783,2,3983,115,4,25095,31.7,1
38,467746,24.35,3,794,1,31812,133,2,42096,9.0,1
52,743559,3.98,2,607,2,84960,168,7,9008,1.21,1
63,604570,1.19,4,776,3,21645,245,5,50126,8.29,1
31,329945,35.6,1,479,1,18304,277,1,42923,13.01,0
53,422681,11.64,2,383,2,23368,259,2,60211,14.25,0
29,285470,15.33,2,609,1,81398,46,6,59755,20.93,1
34,941163,2.88,2,449,2,94007,346,14,13378,1.42,0
56,997793,8.08,3,738,3,84483,335,4,1801,0.18,1
26,702954,34.45,2,578,2,36239,237,7,17193,2.45,0
52,135819,22.21,3,603,1,75752,53,2,54591,40.19,1
30,286907,39.63,2,412,3,95761,148,13,37902,13.21,0
32,501873,17.88,3,819,2,97040,187,12,970,0.19,1
35,161900,12.09,4,860,2,28536,21,2,36848,22.76,1
50,329732,15.64,3,826,2,68424,90,12,51032,15.48,1
23,817653,32.07,3,740,2,97785,233,6,36088,4.41,1
44,424427,24.98,4,857,3,4225,215,8,37474,8.83,1
40,557857,40.69,2,505,3,69242,51,13,39380,7.06,0
44,247966,27.1,4,746,2,41634,153,1,30656,12.36,1
51,57860,22.19,2,484,3,98624,324,5,15260,26.37,0
63,222630,35.36,3,771,1,86942,116,1,65924,29.61,1
55,851769,42.64,2,356,3,43073,214,11,45815,5.38,0
31,543225,16.01,3,761,1,76469,339,6,68026,12.52,1
53,989815,11.24,2,641,1,87633,351,7,52997,5.35,1
25,688875,27.73,3,756,3,33621,137,6,68427,9.93,1
52,615983,22.45,3,895,2,95584,285,14,45101,7.32,1
36,273078,44.51,1,542,3,7588,71,13,66259,24.26,0
47,786887,20.81,2,627,1,40074,245,9,8948,1.14,1
31,388893,3.34,2,423,1,42548,38,3,35019,9.0,0
37,175976,43.98,1,452,3,8038,216,8,65462,37.2,0
42,735295,37.96,3,867,1,51213,127,3,22511,3.06,1
57,850222,8.02,3,716,3,15870,72,11,11208,1.32,1
41,875012,40.71,1,379,3,52735,226,12,15074,1.72,0
31,25636,15.33,1,475,2,72271,315,13,8191,31.95,0
43,281578,16.97,4,738,1,74265,284,13,36856,13.09,1
55,359273,40.79,3,842,3,57922,302,7,37847,10.53,1
40,940396,23.86,4,716,1,50034,246,14,8143,0.87,1
39,303816,6.2,2,548,3,65626,71,13,52471,17.27,0
36,812244,16.61,4,734,3,97304,195,5,61806,7.61,1
63,247693,32.49,1,588,2,21587,38,12,769,0.31,0
20,541393,7.84,1,445,3,53419,117,13,27256,5.03,0
59,20654,26.56,1,514,2,12969,238,1,41947,203.09,0
36,598921,31.29,1,464,1,74855,364,11,5558,0.93,0
26,37143,15.47,4,410,2,40897,204,12,43320,116.63,0
45,600222,31.22,4,834,2,56398,351,4,18692,3.11,1
37,349478,39.79,4,773,1,82309,319,14,54464,15.58,1
62,647751,21.25,1,455,2,82399,359,13,10264,1.58,0
